case;channel;program;date;title;decision_date;decision
13_02969;SR;Radio Blekinge;2013-12-17;P4 Blekinge, musikinslag;2014-01-20;Acquittal
13_02998;SR;Nyheter;2013-12-21;Lokala nyheter, Sveriges Radio P4 Malmöhus, inslag om att en ny uppfinning kan ge nya jobb;2014-03-07;Acquittal
13_03004;SR;Nyheter;2013-12-23;P4 Skaraborg, Nyheter, inslag om miljövänligare julmat;2014-03-14;Acquittal
13_03031;SR;P4 Kristianstad, Klippan, 18 år senare;2013-12-27;Förmiddag, Sveriges Radio P4 Kristianstad, reportage om Klippan;2014-03-07;Acquittal
14_00016;SR;Radiosporten;2014-01-03;P4 Sportextra, 2014-01-04, 17.19, uttalande av en sportkommentator;2014-03-07;Acquittal
14_00047;SR;Trettondagsmorgon;2014-01-06;P1, Trettondagsmorgon, uttalande av en deltagare;2014-03-10;Acquittal
14_00091;SR;P3;2014-01-14;P3 med Sofie Nustad, inslag om analsex;2014-04-14;Acquittal
14_00120;SR;Meny;2014-01-16;Meny, P1, program om mat och dryck;2014-03-07;Acquittal
14_00145;SR;Godmorgon, världen!;2014-01-19;Godmorgon, världen, P1, inslag med satirgruppen Public Service;2014-03-07;Acquittal
14_00188;SR;Ring P1;2014-01-23;SR, Ring P1, inslag om vinster i välfärden;2014-05-12;Acquittal
14_00258;SR;Stil;2014-01-31;Stil, P1, program om marijuana;2014-04-03;Acquittal
14_00260;SR;Ekonyheter;2014-01-31;Ekonyheter, P1, inslag om elpriser och vindkraft;2014-04-03;Acquittal
14_00272;SR;Människor och tro;2014-02-01;P1, Människor och tro, inslag om en rapport från tankesmedjan Timbro;2014-05-12;Acquittal
14_00276;SR;Hur mycket rasism tål Sverige;2014-02-02;SR, P1 Debatt, program om rasism i Sverige;2014-05-26;Acquittal
14_00305;SR;Kulturnytt;2014-01-15;P1, Kulturnytt, inslag om en rättslig tvist;2014-09-15;Acquittal
14_00354;SR;Rädda Sverige;2014-02-09;SR, P1 Dokumentär: inslag i dokumentärserien Rädda Sverige;2014-04-03;Acquittal
14_00376;SR;Nordengren & Epstein;2014-02-11;P1, Nordegren & Epstein i P1, inslag om Julian Assange;2014-09-15;Acquittal
14_00377;SR;Tankesmedjan;2013-11-21;P3, Tankesmedjan, inslag om diabetiker;2014-03-17;Acquittal
14_00382;SR;Dagens Eko, Studio Ett;2014-02-12;P1, Dagens Eko, Studio Ett, inslag om folkomröstning i Schweiz;2014-05-26;Acquittal
14_00396;SR;Plånboken;2014-02-12;P1, Plånboken, inslag om Firefly;2014-05-12;Acquittal
14_00398;SR;Tankesmedjan;2014-02-13;P3, Tankesmedjan, inslag om Sverigedemokraterna;2014-09-15;Acquittal
14_00399;SR;Ring P1;2014-02-13;SR, Ring P1, inslag om tandvård;2014-05-12;Acquittal
14_00401;SR;Ring P1;2014-02-12;SR, Ring P1, inslag om tandvård;2014-05-12;Acquittal
14_00415;SR;Ring P1;2014-02-10;SR, Ring P1, program med lyssnarsamtal;2014-05-12;Acquittal
14_00470;SR;P1 Dokumentär, den fastspända flickan;2013-11-24;P1 Dokumentär: Den fastspända flickan - del 2: Kapten Klänning är ingenting, dokumentär om en omhändertagen flicka och vården av henne;2014-12-08;Acquittal
14_00473;SR;Nyheter;2014-02-21;SR, P3 Nyheter, inslag om cannabisklubbar i Barcelona;2014-05-12;Acquittal
14_00489;SR;Nyheter;2014-02-23;P4 Skaraborg, Nyheter, inslag om Migrationsverket;2014-06-23;Acquittal
14_00530;SR;P4 Extra;2014-02-27;SR, P4 Extra, inslag med presentation av drycker;2014-05-12;Acquittal
14_00573;SR;Medierna;2014-03-01;Medierna, P1, program om journalistik och religion;2014-05-26;Acquittal
14_00583;SR;Studio Ett;2014-03-04;P1, Studio Ett, inslag om svenska högerextremister som reser till Ukraina;2014-06-09;Conviction
14_00588;SR;Ring P1;2014-03-03;P1, Ring P1;2014-05-26;Acquittal
14_00591;SR;Ring P1;2014-02-06;SR, Ring P1, lyssnarsamtal om strålning;2014-05-12;Acquittal
14_00613;SR;P1 Morgon;2014-03-06;P1 Morgon, inslag om ett uttalande av utrikesministern;2014-06-27;Acquittal
14_00625;SR;Kulturnytt;2014-02-12;P1, Kulturnytt, inslag om en arkeolog;2014-09-15;Acquittal
14_00631;SR;Studio Ett;2014-03-10;P1, Studio Ett, inslag om politiskt våld;2014-06-09;Acquittal
14_00645;SR;Klartext;2014-03-11;P4, Klartext, inslag om nazister i Ukraina;2014-06-09;Acquittal
14_00688;SR;Nyheter;2014-03-05;SR, P4 Norrbotten Nyheter, inslag om en statlig utredning;2014-06-27;Acquittal
14_00705;SR;Institutet i P3;2014-03-15;P3, Institutet, inslag om kolloidalt silver;2014-06-09;Acquittal
14_00716;SR;PP3;2014-03-19;SR, PP3 i P3 inslag om tortyrscener i film och tv-serier;2014-09-15;Acquittal
14_00765;SR;Tankesmedjan;2014-03-24;P3, Tankesmedjan, inslag om flyktingar;2014-06-09;Acquittal
14_00769;SR;Ring P1;2014-02-06;SR, Ring P1, lyssnarsamtal om strålning;2014-05-12;Acquittal
14_00782;SR;Stockholmsnytt, P4;2014-03-25;SR, P4 Stockholmsnytt, inslag om SDU:s besök vid skola;2014-06-09;Acquittal
14_00801;SR;P4 Extra;2014-03-26;SR, P4 Extra inslag om romsk kvinna;2014-06-09;Acquittal
14_00804;SR;Godmorgon världen;2014-03-23;God morgon, världen, P1, program om en nyutgiven bok;2014-10-13;Acquittal
14_00806;SR;Lokala nyheter vid upprepade tillfällen;2014-03-21;SR, Nyheter från P4 Kristianstad, inslag om politiskt avstånd från nazism;2014-06-09;Acquittal
14_00811;SR;Nordegren och Epstein;2014-03-26;P1, Epstein och Nordegren, fråga gällande kommentar av programledare;2014-05-12;Acquittal
14_00852;SR;Studio Ett;2014-03-26;Studio Ett, P1, inslag om en trafikolycka;2014-09-15;Acquittal
14_00870;SR;Kropp och själ;2014-04-01;P1, Kropp och själ, program om behandling av cancerpatienter;2014-11-24;Conviction
14_00909;SR;Studio Ett;2014-04-07;P1, Studio Ett, inslag om ett besök av Sverigedemokraterna i Malmö;2014-06-27;Acquittal
14_00951;SR;Nyheterna;2014-03-31;P4 Västmanland, Nyheterna, inslag om ett barnavårdsärende;2014-09-29;Acquittal
14_00981;SR;Ring P1;2014-04-14;SR, Ring P1 inslag om en förstamajdemonstration i Jönköping;2014-06-27;Acquittal
14_00999;SR;Morgonpasset i P3;2014-04-16;P3, Morgonpasset i P3, inslag om livsmedelsproduktion;2014-06-27;Acquittal
14_01088;SR;Konflikt;2014-04-26;P1, Konflikt, inslag program om säkerhetsläget;2014-06-27;Acquittal
14_01115;SR;Studio Ett;2014-04-23;Studio Ett, P1, inslag om cannabis för medicinskt bruk;2014-07-01;Acquittal
14_01149;SR;Nyheterna;2014-05-06;P4 Skaraborg, Nyheter, inslag om en ridklubb;2014-06-27;Acquittal
14_01151;SR;Tankesmedjan;2014-05-05;P3, Tankesmedjan, inslag om en partiledardebatt;2014-10-13;Acquittal
14_01153;SR;Radio Stockholm, Förmiddag;2014-05-07;P4 Radio Stockholm, Förmiddag, kommentar av programledare;2014-06-27;Acquittal
14_01158;SR;P1-Morgon;2014-05-08;P1-Morgon, inslag med utfrågning av EU-politiker;2014-06-27;Acquittal
14_01193;SR;Junior;2014-05-10;P4, Junior, inslag om sex;2014-10-13;Acquittal
14_01258;SR;P3 Nyheter;2014-05-15;P3 Nyheter, inslag om protester mot Sverigedemokraternas torgmöten;2014-07-01;Acquittal
14_01259;SR;P4 Nyheterna;2014-05-16;P4 Radio Stockholm, Nyheterna, inslag om den ökade segregationen i Stockholm;2014-07-01;Acquittal
14_01269;SR;Nordegren & Epstein;2014-05-19;P1, Nordegren & Epstein, inslag om en konstnär som skapar konst av valaffischer;2014-07-01;Acquittal
14_01304;SR;Gränslöst;2014-05-20;SR, P4 Norrbotten, inslag om en politiker;2014-06-27;Acquittal
14_01338;SR;Tankesmedjan i P3;2014-05-26;SR, Tankesmedjan inslag om val till Europaparlamentet;2014-10-27;Acquittal
14_01362;SR;Vetandets värld;2014-05-27;P1, Vetandets värld, program om en italiensk forskare och kall fusion;2014-10-27;Acquittal
14_01366;SR;Dagbok från Gallok;2014-05-31;P1, Radioteatern, program om protester mot gruva i Jokkmokk;2014-07-01;Acquittal
14_01420;SR;Metropol;2014-06-04;P3, Metropol, presentation av en låt;2014-10-30;Acquittal
14_01434;SR;OBS;2014-06-04;P1, OBS Magasin, program om yttrandefrihet och protester mot politiska besök på skolor;2014-10-27;Acquittal
14_01441;SR;Epstein och Nordegren i P1;2014-06-03;P1, Epstein och Nordegren i P1, inslag om en strejk;2014-10-27;Acquittal
14_01446;SR;Studio Ett;2014-06-03;P1, Studio Ett, inslag om staden Odessa;2014-09-22;Acquittal
14_01451;SR;Gomorron i P4;2014-06-09;Gomorron i P4 Östergötland, SR, inslag om fördomar;2014-07-01;Acquittal
14_01463;SR;Göteborg Direkt;2014-06-09;P4 Göteborg, Göteborg Direkt, inslag om trängselskatt;2014-09-29;Acquittal
14_01496;SR;Nyheter från SR Örebro;2014-06-15;SR, P4 Örebro, Nyheter från SR Örebro, inslag om Degerfors kommun;2015-02-02;Acquittal
14_01601;SR;Junior i P4;2014-05-03;SR, Junior i P4, inslag om köttkonsumtion;2014-09-29;Acquittal
14_01647;SR;Ekot i P1;2014-07-02;SR, Ekot inslag om höghastighetståg;2014-09-22;Acquittal
14_01672;SR;Musikguiden;2014-07-09;P3 Musikguiden, inslag med en kvinnlig rapartist;2014-10-27;Acquittal
14_01679;SR;Genier och foliehattar;2014-06-28;P1, Genier och foliehattar, program om konspirationsteorier;2014-11-28;Acquittal
14_01686;SR;Klartext;2014-07-11;P4, Klartext, inslag med en Europaparlamentariker;2014-10-27;Acquittal
14_01691;SR;Morgon;2014-07-14;P4 Malmöhus, P4 Sommar, inslag om kungahuset;2014-10-30;Acquittal
14_01697;SR;Morgonekot;2014-07-10;P1, Morgonekot, inslag om Gaza;2014-10-27;Acquittal
14_01712;SR;Radiokorrespondenterna;2014-07-17;P1, Myrenberg i P1, telefonväkteri med Afrikakorrespondenten;2014-09-22;Acquittal
14_01717;SR;Ring P1;2014-07-18;P1, Ring P1, inslag med uttalanden av programledare;2014-10-27;Acquittal
14_01724;SR;Sommar;2014-07-21;P1, Sommar i P1, program med Athena Farrokzhad;2015-02-02;Acquittal
14_01737;SR;P4 Extra;2014-07-01;P4 Extra, intervju med Sverigedemokraternas partiledare;2014-10-27;Acquittal
14_01767;SR;Sommar;2014-07-24;P1, Sommar i P1, program med Mette Rode Sundström;2014-09-22;Acquittal
14_01768;SR;Morgon i P1;2014-07-29;Morgon i P1, inslag om antisemitism i Sverige;2014-10-27;Acquittal
14_01771;SR;Sommar;2014-07-29;P1, Sommar, program med Po Tidholm;2015-02-13;Acquittal
14_01781;SR;Medierna;2014-07-28;P1, Medierna, inslag om en artikel i Norrköpings Tidningar;2015-03-30;Acquittal
14_01785;SR;Sommar;2014-07-28;P1, Sommar i P1, program med Anna von Bayern;2015-02-13;Acquittal
14_01806;SR;Ring P1;2014-08-05;SR, Ring P1 inslag om skogsbranden i Västmanland;2014-10-30;Acquittal
14_01834;SR;Valfestivalen i P3;2014-08-06;SR, Tankesmedjan i Valfestival, inslag om italienare;2014-10-27;Acquittal
14_01837;SR;P4 Skaraborg, Nyheterna;2014-08-07;SR, Nyheter P4 Skaraborg, inslag om gratis trådlöst nätverk i Lidköping kommun;2014-11-20;Acquittal
14_01855;SR;Studio Ett;2014-08-06;Studio Ett, P1, inslag om alkoholvanor;2014-09-29;Acquittal
14_01871;SR;Ring P1;2014-08-12;SR, Ring P1 inslag om ISIS;2014-10-30;Acquittal
14_01879;SR;Ring P1;2014-08-13;SR, Ring P1 inslag om programledarens sätt att bemöta de som ringer;2014-10-30;Acquittal
14_01887;SR;Ring P1;2014-08-14;SR, Ring P1 program med lyssnarsamtal;2014-10-27;Acquittal
14_01904;SR;P4 Extar;2014-08-16;P4 Extra, inslag om Irak;2014-10-30;Acquittal
14_01905;SR;Godmorgon, världen!;2014-08-16;P1, trailer för satirprogrammet Public Service;2014-11-20;Acquittal
14_01908;SR;Morgonekot;2014-08-18;P1, Morgonekot inslag om en saudisk vapenfabrik;2014-10-27;Acquittal
14_01970;SR;P3 Nyheter;2014-08-21;P3, P3 Nyheter, inslag om Irlands abortlagstiftning;2014-10-30;Acquittal
14_02051;SR;Studio Ett;2014-08-29;P1, Studio Ett, inslag om Feministiskt initiativ;2014-10-30;Acquittal
14_02099;SR;Stil;2014-08-29;P1, Stil, program om en modeskapare och magasinföretag;2014-10-30;Acquittal
14_02111;SR;P4 Jämtland, Förmiddag;2014-09-04;P4 Jämtland, Förmiddag, inslag med en politiker;2014-11-28;Acquittal
14_02117;SR;Ekot;2014-09-03;Morgonekot, P1, inslag om Riksrevisionens granskning av övergången till digitalradio;2014-12-05;Acquittal
14_02119;SR;Studio Ett;2014-09-05;P1, Studio Ett, inslag om regeringsfrågan;2014-10-30;Acquittal
14_02120;SR;Dagens Eko;2014-09-05;P1, Dagens Eko, inslag om regeringsfrågan;2014-10-30;Acquittal
14_02146;SR;P3 Nyheter;2014-09-09;P3 Nyheter, inslag om en kommande lansering av Appleprodukter;2014-10-27;Acquittal
14_02158;SR;Vaken i P3_P4;2014-09-11;P1, P3, P4, trailer för valkompassen;2014-10-27;Acquittal
14_02158;SR;Vaken i P3_P4;2014-09-11;P1, P3, P4, trailer för valkompassen;2014-10-27;Acquittal
14_02158;SR;Vaken i P3_P4;2014-09-11;P1, P3, P4, trailer för valkompassen;2014-10-27;Acquittal
14_02173;SR;Ekot;2014-09-12;P1, P4, Ekot, inslag om Jimmie Åkessons spelvanor;2014-12-05;Acquittal
14_02173;SR;Ekot;2014-09-12;P1, P4, Ekot, inslag om Jimmie Åkessons spelvanor;2014-12-05;Acquittal
14_02182;SR;Melodikrysset;2014-09-06;P4, Melodikrysset, uttalanden av programledare;2014-12-19;Conviction
14_02193;SR;P1 Morgon;2014-09-15;P1 Morgon, inslag med uttalande om Sverigedemokraterna och inslag med uttalande av programledare;2014-10-30;Acquittal
14_02194;SR;Radio Dalarna eftermiddag;2014-09-12;Radio Dalarna P4, Eftermiddag, inslag om låtval av Sverigedemokraterna;2014-10-30;Acquittal
14_02195;SR;Ring P1;2014-09-15;Ring P1, program med lyssnarsamtal;2015-02-27;Acquittal
14_02198;SR;Ekonomiekot;2014-09-11;P1, Ekonomiekot, inslag om riskkapitalbolag;2014-11-28;Acquittal
14_02218;SR;Dagens eko;2014-09-15;P4, Dagens Eko kvart i fem, inslag om manifestation i Göteborg mot SD;2014-10-30;Acquittal
14_02222;SR;Studio Ett;2014-09-16;P1, Studio Ett, inslag om Sverigedemokraterna;2014-11-20;Acquittal
14_02228;SR;Ring P1;2014-09-17;P1, Ring P1, program med lyssnarsamtal;2014-11-20;Acquittal
14_02266;SR;På minuten;2014-09-20;P1, På minuten, inslag om ett tävlingspris;2014-11-20;Acquittal
14_02278;SR;Humorhimlen;2014-09-21;P3, Humorhimlen, inslag om en discjockey;2014-10-30;Acquittal
14_02300;SR;Studio Ett;2014-09-23;P1, Studio Ett, inslag om abortlagstiftning i Spanien;2014-10-30;Acquittal
14_02301;SR;Nordegren och Epstein;2014-09-17;P1, Nordegren och Epstein, inslag om före detta politiker;2014-11-20;Acquittal
14_02328;SR;Ring P1;2014-09-24;P1, Ring P1, program med lyssnarsamtal;2015-02-27;Acquittal
14_02358;SR;P4;2014-09-19;P4, Upplandsnytt inslag om att Miljöpartiet kan påverka slutförvaret vid Forsmark;2014-11-20;Acquittal
14_02360;SR;Lunchekot;2014-09-27;P1, Lunchekot, inslag om nya regler för de svenska jordbrukslandskapen;2015-03-16;Acquittal
14_02386;SR;P3 Nyheter;2014-09-30;P3 Nyheter, inslag om en politisk överenskommelse;2014-11-20;Acquittal
14_02389;SR;Tankesmedjan;2014-08-28;P3, Tankesmedjan, inslag om kinesisk panda;2014-10-30;Acquittal
14_02393;SR;Studio Ett;2014-10-01;P1, Studio Ett, inslag om energipolitik;2014-11-28;Acquittal
14_02415;SR;Medierna;2014-10-04;P1, Medierna, inslag om Sverigedemokraterna och svensk media;2014-11-20;Acquittal
14_02438;SR;Tankesmedjan;2014-10-07;P3, Tankesmedjan, inslag om en utredning gällande vinster i välfärden;2014-11-20;Acquittal
14_02525;SR;Kulturnytt;2014-10-21;P1, Kulturnytt, inslag om en Ukrainabevakning;2015-04-27;Acquittal
14_02590;SR;P4 Granskar;2014-10-26;P4 Granskar, program om ekologisk mat kontra miljövänlig mat;2015-04-13;Acquittal
14_02604;SR;Tankesmedjan;2014-10-28;P3, Tankesmedjan, inslag med en tävling;2015-02-06;Acquittal
14_02622;SR;P4 Värmland;2014-10-30;P4 Värmland, inslag om Sveriges erkännande av Palestina;2015-02-06;Acquittal
14_02625;SR;Klartext;2014-10-24;P4 Klartext, inslag om ekologiska ägg;2015-03-16;Acquittal
14_02645;SR;Ring P1;2014-11-03;SR, Ring P1 inslag med uttalande av programledare;2015-02-13;Acquittal
14_02669;SR;Kiev - öppen stad;2014-11-10;Kiev - Öppen stad, P1, program om stämningen i Kiev efter Majdanprotesterna;2015-04-13;Acquittal
14_02683;SR;Nordegren & Epstein;2014-11-11;P1, Nordegren & Epstein, inslag om förlossningar;2015-02-06;Acquittal
14_02795;SR;Morgonpasset;2014-11-18;P3, Morgonpasset, inslag med samtal om autism;2015-04-13;Acquittal
14_02856;SR;P4 Dalarna, Förmiddag;2014-11-28;P4 Dalarna, Förmiddag, program om klädkoder på arbetsplatser;2015-02-06;Acquittal
14_02865;SR;Junior;2014-11-29;P4, Junior, inslag om Ferguson;2015-02-06;Acquittal
14_02866;SR;Kino;2014-11-21;P1, Kino inslag om en film;2015-02-06;Acquittal
14_02871;SR;P4 Skaraborg;2014-10-10;P4 Skaraborg, inslag om en privatperson som blivit stoppad av militären;2015-03-30;Acquittal
14_02887;SR;Dagens eko;2014-12-01;P1, Dagens eko, inslag om en opinionsundersökning;2015-02-06;Acquittal
14_02894;SR;Studio Ett;2014-12-01;P1, Studio Ett, inslag om Edward Snowden;2015-04-27;Conviction
14_02896;SR;Spanarna i P1;2014-11-28;SR, Spanarna, inslag om drönare;2015-04-13;Acquittal
14_02898;SR;Meänraatio;2014-11-24;P4 Norrbotten, Meänraatio, program om valet av ordförande till Norrbottens läns landsting;2015-05-11;Conviction
14_02904;SR;Ekot;2014-12-02;P4, Ekot, direktsändning av presskonferens med Sverigedemokraterna;2015-04-27;Acquittal
14_02907;SR;Nyheter;2014-12-03;P3, Nyheter, inslag om att Sverigedemokraterna kommer att fälla regeringens budget;2015-04-13;Acquittal
14_02911;SR;Studio Ett;2014-12-03;P1, Studio Ett, inslag om politik;2015-02-06;Acquittal
14_02913;SR;Tankesmedjan;2014-12-03;P3, Tankesmedjan, uttalinslag om regeringens budget;2015-02-06;Acquittal
14_02921;SR;Ekonyheter, Morgoneko, P1-morgon;2014-12-04;P1, Ekonyheter, Morgoneko, P1-morgon, inslag om resultatet av en budgetomröstning;2015-02-27;Acquittal
14_02922;SR;Klartext;2014-12-04;P4, Klartext, inslag om budgetförslag;2015-02-06;Acquittal
14_02933;SR;Morgonekot;2014-12-05;P1, Morgonekot, inslag om ett kärnkraftsverk;2015-02-06;Acquittal
14_02934;SR;Ekot;2014-12-05;P1, Ekot, inslag om budgetanslag till arbetsmarknadspolitik;2015-02-13;Acquittal
14_02936;SR;Radio Gotland;2014-12-04;P4 Gotland, Gotlandsnytt inslag om en budget;2015-02-13;Acquittal
14_02975;SR;Morgonpasset;2014-11-25;P3, Morgonpasset, inslag om elöverkänslighet;2015-04-13;Acquittal
14_02982;SR;Nordegren & Epstein;2014-12-09;P1, Nordegren & Epstein, inslag om en ny partiledare;2015-02-06;Acquittal
14_02994;SR;P4 Värmland;2014-12-02;P4 Värmland, direktsändning av presskonferens med Sverigedemokraterna;2015-04-27;Acquittal
14_03000;SR;Morgonekot;2014-12-11;P1, Morgonekot, inslag om elproduktion;2015-02-13;Acquittal
14_03005;SR;Studio Ett;2014-12-12;P1, Studio Ett, inslag om Socialdemokraterna och ett extraval;2015-02-13;Acquittal
14_03010;SR;Dagens Eko;2014-12-11;P1, Dagens Eko, inslag om ett kommande extraval;2015-02-06;Acquittal
14_03021;SR;Studio Ett;2014-12-15;P1, Studio Ett, inslag om ett regeringsmöte på Harpsund;2015-04-13;Acquittal
14_03026;SR;Karlavagnen;2014-12-15;P4, Karlavagnen, inslag med lyssnarfråga;2015-02-13;Acquittal
14_03037;SR;Nyheter;2014-12-17;Nyheter, Sveriges Radio P4 Göteborg - inslag om en opinionsundersökning;2015-02-13;Acquittal
14_03042;SR;Ekonyheter;2014-12-17;SR, P4, Ekonyheterna inslag om protester mot uttalanden av riksdagens andre vice talman;2015-02-13;Acquittal
14_03053;SR;Nyheter;2014-12-17;Nyheter, Sveriges Radio P4 Göteborg - inslag om en opinionsundersökning;2015-02-13;Acquittal
14_03055;SR;Ekot;2014-12-18;P1, Ekot, inslag om forskning samt ett polisregister;2015-06-22;Acquittal
15_00005;SR;P4 Extra;2014-01-01;SR, P4 Extra, inslag om detox;2015-04-13;Acquittal
15_00011;SR;P4 Jönköping, Eftermiddag;2014-01-02;P4 Jönköping, Eftermiddag, inslag om skadegörelse mot en föreningslokal;2015-02-13;Acquittal
15_00071;SR;SR;2015-01-07;SR, P1, Studio Ett special - inslag om attacken mot Charlie Hebdo;2015-02-13;Acquittal
15_00085;SR;Studio Ett;2015-01-07;P1, Studio Ett special, inslag om attacken mot Charlie Hebdo;2015-02-13;Acquittal
15_00086;SR;Studio Ett special;2015-01-07;P1, Studio Ett special, inslag om attacken mot Charlie Hebdo;2015-02-13;Acquittal
15_00103;SR;Dagens eko;2015-01-11;P1, Dagens eko, inslag med en krönika;2015-02-13;Acquittal
15_00105;SR;Patienten och tystnaden;2014-10-12;P1, Patienten och tystnaden, del 1, program om sjukvårdspersonal som begår brott;2015-06-22;Acquittal
15_00114;SR;Morgonpasset;2015-01-01;P3, Morgonpasset, inslag om berusning;2015-02-27;Acquittal
15_00130;SR;Studio Ett;2015-01-12;Studio Ett, P1, inslag om bidragsfusk i assistansbranschen;2015-05-25;Acquittal
15_00135;SR;Förmiddag;2015-01-15;P4 Jönköping, Förmiddag P4 Jönköping, inslag om en rättegång;2015-07-01;Acquittal
15_00137;SR;Knyckare i P3;2015-01-15;P3, Knyckare i P3, inslag om att stava fel;2015-02-27;Acquittal
