case;channel;program;date;title;decision_date;decision
15_01987;SVT;Aktuellt;2015-08-05;SVT2, Aktuellt, inslag om yttrandefrihet och offentlig reklam;2015-09-14;Acquittal
15_01994;SVT;Sverige idag, Sommar;2015-08-09;SVT1, Sverige idag sommar, inslag om en abortkampanj;2015-09-14;Acquittal
15_02002;SVT;Sjunde himlen;2015-08-11;SVT Matiné: Sjunde himlen,;2015-09-14;Acquittal
15_02044;SVT;Rapport;2015-08-17;SVT, Rapport, inslag om spindelfobi;2015-09-14;Acquittal
15_02091;SVT;SVT Nyheter Västernorrland;2015-08-06;SVT, SVT Nyheter Västernorrland, inslag om ett planerat asylboende;2016-01-25;Acquittal
15_02108;SVT;Aktuellt;2015-08-24;SVT, Aktuellt, inslag om fundamentalism i svenska förorter;2015-09-25;Acquittal
15_02141;SVT;Kulturnyheterna;2015-08-26;SVT, Kulturnyheterna, inslag om en uppmärksammad boklansering;2016-01-25;Acquittal
15_02145;SVT;Aktuellt;2015-08-26;SVT, Aktuellt, inslag om en uppmärksammad boklansering;2016-01-25;Acquittal
15_02147;SVT;Rapport, Aktuellt, Kulturnyheterna;2015-08-25;SVT, Aktuellt, Kulturnyheterna och Rapport, inslag om en uppmärksammad boklansering;2016-01-25;Acquittal
15_02205;SVT;Gomorron Sverige;2015-08-31;SVT1, Gomorron Sverige, inslag om höjda skatter;2016-01-25;Acquittal
15_02224;SVT;Kulturnyheterna;2015-09-02;SVT, Kulturnyheterna, inslag om en ökad hotbild för journalister;2015-11-20;Acquittal
15_02225;SVT;Rapport;2015-09-02;SVT, Rapport, inslag om flyktingmottagning;2015-10-29;Acquittal
15_02226;SVT;Rapport;2015-09-02;SVT, Rapport, inslag om medlemsflykt ifrån Amnesty;2015-10-29;Acquittal
15_02227;SVT;Aktuellt;2015-09-02;SVT, Aktuellt, inslag med debatt om flyktingpolitik;2015-10-29;Acquittal
15_02270;SVT;Aktuellt;2015-08-26;Rapport och Aktuellt, SVT1 och SVT2, inslag om att Sverige ligger i topp i EU gällande skattefördelar för bostadsägare;2016-02-05;Acquittal
15_02278;SVT;Kulturnyheterna;2015-07-27;SVT, Kulturnyheterna, inslag om mediekoncerners kulturbevakningar;2015-12-07;Acquittal
15_02309;SVT;Vem vet mest;2016-09-09;SVT, Vem vet mest, inslag med en fråga;2015-10-29;Acquittal
15_02310;SVT;Aktuellt;2015-09-09;SVT, Aktuellt, inslag om diagnoser på nätet;2015-10-29;Acquittal
15_02312;SVT;Domstolen;2015-09-01;SVT, Domstolen - Friad eller fälld? program om egenmäktigt förfarande;2016-03-07;Acquittal
15_02384;SVT;Programtrailer för Debatt;2015-09-16;SVT, Trailer för programmet Debatt;2015-10-29;Acquittal
15_02388;SVT;Aktuellt;2015-09-17;SVT, Aktuellt inslag om ungas medievanor på nätet;2015-11-20;Acquittal
15_02419;SVT;SVT Forum;2015-09-21;SVT2, SVT Forum, inslag med en politisk kommentator;2015-10-29;Acquittal
15_02426;SVT;Fotbollskväll;2015-09-21;Fotbollskväll, SVT2, inslag om en allsvensk fotbollsmatch;2015-11-20;Acquittal
15_02460;SVT;Aktuellt;2015-09-21;SVT, Aktuellt, inslag om en budgetproposition;2015-12-21;Acquittal
15_02471;SVT;Rapport;2015-09-16;SVT, Rapport inslag om indrivning av spelskulder;2016-03-21;Acquittal
15_02531;SVT;Domstolen;2015-09-08;SVT, Domstolen - friad eller fälld?, inslag om olaga diskriminering;2016-03-07;Acquittal
15_02532;SVT;Hela Sverige skramlar;2015-09-29;SVT, Hela Sverige skramlar, insamlingsgala;2015-11-20;Acquittal
15_02539;SVT;Aktuellt;2015-09-25;SVT, Aktuellt inslag om synen på flyktingar i ungerska medier;2015-11-20;Acquittal
15_02566;SVT;Nyheter Väst;2015-09-16;SVT, Nyheter Väst, inslag om nya fiskeregler;2015-12-21;Acquittal
15_02588;SVT;K Special;2015-10-02;SVT, K Special - Christina Lindberg, SVT2, dokumentär om Christina Lindberg;2015-11-20;Acquittal
15_02590;SVT;Aktuellt;2015-10-02;SVT, Aktuellt, inslag om en diplomatisk kris;2015-10-29;Acquittal
15_02606;SVT;Gomorron Sverige;2015-10-02;SVT, Gomorron Sverige, inslag med en intervju med en artist;2015-12-07;Acquittal
15_02614;SVT;Rapport;2015-10-04;SVT, Rapport, inslag om händelser i Jerusalem;2015-12-07;Acquittal
15_02619;SVT;Domstolen;2015-09-22;SVT, Domstolen - friad eller fälld?, inslag om ett rättsfall;2016-03-07;Conviction
15_02651;SVT;Rapport;2015-10-06;SVT, Rapport, inslag om en skjutning i Israel;2015-11-20;Acquittal
15_02656;SVT;Korrespondenterna;2015-10-05;SVT, Korrespondenterna, program om jakt;2015-11-20;Acquittal
15_02704;SVT;Den enda sanna vägen;2015-10-07;Den enda sanna vägen, SVT2, inslag om Livets ord;2015-12-18;Acquittal
15_02708;SVT;Rapport;2015-10-08;SVT, Rapport, inslag om hörlurar i cykeltrafiken;2015-12-07;Acquittal
15_02709;SVT;Rapport;2015-10-08;SVT, Rapport, inslag om städbranschen;2015-12-07;Acquittal
15_02735;SVT;SVT Nyheter Gävleborg;2015-10-08;SVT, Nyheter Gävleborg, inslag om en hovrättsdom;2015-11-20;Acquittal
15_02736;SVT;Debatt;2015-10-08;SVT, Debatt, inslag om livscoacher;2015-12-07;Acquittal
15_02743;SVT;Aktuellt;2015-10-11;SVT, Aktuellt, inslag om en partiledardebatt;2015-12-07;Acquittal
15_02745;SVT;Agenda;2015-10-11;SVT, Agenda, partiledardebatt;2015-11-20;Acquittal
15_02750;SVT;Rapport;2015-10-12;Rapport, SVT1, kl. 18.00 och 19.30, inslag om ökade spänningar mellan israeler och palestinier;2015-11-20;Acquittal
15_02834;SVT;Mitt i naturen;2015-10-15;SVT, Mitt i naturen, program om vargar;2016-01-28;Acquittal
15_02841;SVT;Sportnytt;2015-10-13;SVT, Sportnytt, inslag om en ishockeyklubb;2016-01-25;Conviction
15_02842;SVT;Uppdrag granskning;2015-08-26;SVT, Uppdrag granskning, inslag om ett förbud;2016-03-07;Acquittal
15_02843;SVT;Agenda;2015-10-18;SVT, Agenda, Inslag med två ambassadörer om våldsamheter i Jerusalem;2015-12-18;Acquittal
15_02878;SVT;Regionala nyheter Norrbotten;2015-10-21;SVT Nyheter Norrbotten, inslag om en attackerad hund;2016-03-21;Acquittal
15_02880;SVT;Rapport;2015-10-21;SVT, Rapport inslag om en film;2015-12-07;Acquittal
15_02900;SVT;Debatt;2015-10-22;Debatt, SVT1, debatt om en skolattack och misstänkta mordbränder;2015-12-18;Acquittal
15_02902;SVT;Rapport;2015-10-22;Rapport, SVT1, kl. 19.30, inslag om skolattacken i Trollhättan;2016-02-08;Conviction
15_02909;SVT;Agenda;2015-10-25;Agenda, SVT2, inslag om SD och det polariserade samtalsklimatet;2015-11-20;Acquittal
15_02912;SVT;Nyheterna i Gomorron Sverige;2015-10-23;SVT, Rapport,inslag med en logotyp;2015-12-21;Acquittal
15_02916;SVT;Agenda;2015-08-18;SVT, Agenda, Inslag med två ambassadörer om våldsamheter i Jerusalem;2015-12-18;Acquittal
15_02918;SVT;Aktuellt;2015-10-23;SVT, Aktuellt inslag om en politisk överenskommelse;2015-12-07;Acquittal
15_02945;SVT;Rapport;2015-10-28;SVT, Rapport inslag om att svenska militärer utbildar ukrainska soldater;2015-12-18;Acquittal
15_02947;SVT;Kulturnyheterna;2015-10-27;SVT, Kulturnyheterna inslag om att skräck sprider sig efter bränder på asylboenden;2015-11-20;Acquittal
15_02955;SVT;Rapport;2015-10-29;Rapport, SVT1, inslag om kolgruvor i östra Ukraina;2016-03-07;Acquittal
15_02956;SVT;Aktuellt;2015-10-29;SVT, Aktuellt, inslag om flyktingbarn;2016-02-08;Acquittal
15_02960;SVT;Vetenskapens värld;2015-10-26;Vetenskapens värld, SVT2, program om empati;2015-12-18;Acquittal
15_02962;SVT;Aktuellt;2015-10-29;SVT, Aktuellt, inslag om näthatet och kopplingen till det som sker i verkligheten;2015-12-07;Acquittal
15_02963;SVT;K Special;2015-10-30;SVT, K-special, inslag om olika människors tankar inför döden;2015-12-07;Acquittal
15_02966;SVT;Gokväll;2015-10-16;SVT, Go' kväll inslag med boktips;2015-11-20;Acquittal
15_03006;SVT;Gomorron Sverige;2015-11-03;SVT, Gomorron Sverige inslag om avhysning av romer i Malmö;2016-03-22;Acquittal
15_03012;SVT;Gokväll;2015-11-03;SVT, Gokväll inslag om en ny film;2016-01-28;Acquittal
15_03015;SVT;Rapport;2015-10-23;Rapport, SVT1, kl. 7.00, inslag om skolattacken i Trollhättan;2016-02-08;Conviction
15_03018;SVT;Kulturnytt;2015-11-03;Kulturnyheterna, SVT2, inslag om att Margret Thatchers dräkter skulle säljas på auktion;2015-12-18;Acquittal
15_03023;SVT;Rapport och SVT Nyheter Skåne;2015-11-04;SVT, Rapport och SVT Nyheter Skåne, inslag om protester mot utrymning av tältläger;2015-12-07;Acquittal
15_03060;SVT;Kobra;2015-10-27;Kobra, SVT1, program om samernas situation;2015-12-18;Acquittal
15_03070;SVT;Rapport;2015-11-09;SVT, Rapport inslag om att Moderaterna skärper sin flyktingpolitik;2016-03-22;Acquittal
15_03071;SVT;Sportnytt;2015-11-09;SVT, Sportnytt inslag om dopning inom rysk friidrott;2016-02-05;Acquittal
15_03078;SVT;Aktuellt;2015-11-09;SVT, Aktuellt, inslag om migrationspolitiska förslag från Moderaterna;2016-02-05;Acquittal
15_03079;SVT;Gomorron Sverige;2015-11-10;SVT, Gomorron Sverige inslag om migrationspolitiska förslag från Moderaterna;2016-02-05;Acquittal
15_03082;SVT;Västnytt samt på webben;2015-11-09;SVT Nyheter Väst, SVT1, inslag om två polisanmälda tjänstemän;2016-03-21;Conviction
15_03135;SVT;Första hjälpen;2015-11-10;Första hjälpen, SVT1, inslag om gastric bypassoperationer;2016-03-22;Acquittal
15_03143;SVT;Regionala nyheter;2015-11-09;SVT, Nyheter Södertälje, inslag om ett tilltänkt asylboende i Södertälje;2015-12-07;Acquittal
15_03146;SVT;Aktuellt;2015-11-12;SVT, Aktuellt inslag om gränskontroller;2015-12-18;Acquittal
15_03147;SVT;Dokument inifrån: Vem kan hjälpa mitt barn?;2015-11-12;Dokument inifrån: Vem kan hjälpa mitt barn?, SVT2, program om behandlingsmetoder på BUP;2016-06-17;Acquittal
15_03149;SVT;Allt för Sverige;2015-11-08;SVT, Allt för Sverige inslag om programledares uttalande;2015-12-18;Acquittal
15_03153;SVT;Extra Rapport;2015-11-14;SVT, Extra Rapport inslag om terrordåd i Paris;2016-03-15;Acquittal
15_03154;SVT;Tiffany Persson arbetstränar;2015-11-13;SVT, Tiffany Persson arbetstränar humorprogram om en kvinna som arbetstränar på en bilhall;2016-01-28;Acquittal
15_03165;SVT;Rapport;2015-11-14;SVT, Rapport inslag om terrordåd i Paris;2016-03-15;Acquittal
15_03166;SVT;Extra Rapport;2015-11-15;SVT, Extra Rapport inslag om terrordåd i Paris;2016-03-15;Acquittal
15_03170;SVT;Aktuellt;2015-10-05;SVT, Aktuellt inslag om mobbning och försäkringar;2016-01-28;Acquittal
15_03173;SVT;Rapport;2015-11-16;SVT, Rapport inslag om sanering av getingar;2015-12-07;Acquittal
15_03175;SVT;Gomorron Sverige;2015-11-11;SVT, Gomorron Sverige, inslag om reaktioner på migrationspolitiska förslag från Moderaterna;2016-02-05;Acquittal
15_03177;SVT;Fråga doktorn;2015-11-16;SVT, Fråga doktorn intervju med en författare;2015-12-07;Acquittal
15_03189;SVT;Aktuellt;2015-11-17;SVT, Aktuellt inslag om bekämpning av terrorism;2016-02-08;Acquittal
15_03193;SVT;Forum;2015-11-18;SVT Forum, SVT2, inslag om hur terroristdåden i Paris kan påverka regionalvalen i Frankrike;2015-12-18;Acquittal
15_03196;SVT;Rapport;2015-11-18;SVT, Rapport inslag om terrordåd i Paris;2016-03-15;Acquittal
15_03197;SVT;Plus;2015-09-17;SVT, Plus, inslag om en dusch;2016-03-07;Acquittal
15_03201;SVT;Debatt;2015-11-19;Debatt, SVT1, inslag om kostnaden för julhandeln och flyktingmottagandet;2015-12-18;Acquittal
15_03208;SVT;Aktuellt;2015-11-19;SVT, Aktuellt, inslag om ett förhöjt hotläge i Sverige;2016-01-28;Acquittal
15_03210;SVT;Aktuellt;2015-08-20;SVT, Aktuellt, inslag om politik;2016-03-07;Acquittal
15_03215;SVT;Absolut svensk;2015-11-19;Absolut svensk, SVT1, program om rasism;2015-12-18;Acquittal
15_03217;SVT;Robins;2015-11-21;SVT, Robins, inslag med en musikvideo;2016-01-28;Acquittal
15_03259;SVT;Allt för Sverige;2015-11-01;Allt för Sverige, SVT1, program med amerikanska svenskättlingar;2016-02-05;Acquittal
15_03260;SVT;Uppdrag granskning;2015-11-25;Uppdrag granskning, SVT1, program om Livets ord;2016-03-22;Acquittal
15_03261;SVT;Aktuellt;2015-11-25;SVT, Aktuellt inslag om Islamiska staten;2016-01-28;Acquittal
15_03262;SVT;Gomorron Sverige;2015-11-26;SVT, Gomorron Sverige inslag med bakning och pyssel;2016-03-22;Acquittal
15_03265;SVT;Gomorron Sverige;2015-11-27;Gomorron Sverige, SVT1, inslag om Sverigedemokraternas landsdagar;2015-12-18;Acquittal
15_03271;SVT;Rapport;2015-11-27;Rapport, SVT1, inslag om Sverigedemokraternas landsdagar;2015-12-18;Acquittal
15_03274;SVT;SVT Forum;2015-11-28;SVT, SVT Forum inslag från Sverigedemokraternas landsdagar;2016-03-15;Acquittal
15_03287;SVT;Rapport;2015-11-28;SVT, Rapport inslag om Sverigedemokraternas landsdagar;2016-01-28;Acquittal
15_03290;SVT;Agenda;2015-11-25;SVT, Agenda satirinslag om politik;2016-01-28;Acquittal
15_03292;SVT;Debatt;2015-11-26;SVT, Debatt inslag om flyktingpolitik;2016-01-28;Acquittal
15_03293;SVT;Rapport;2015-11-29;SVT, Rapport inslag om skönhetsingrepp;2016-04-18;Conviction
15_03297;SVT;Regionala nyheter Jämtland;2015-11-29;SVT, SVT Nyheter Jämtland inslag om ett utvisningsbeslut;2016-01-28;Acquittal
15_03304;SVT;Julkalendern;2015-12-01;SVT, Julkalendern 2015;2016-03-15;Acquittal
15_03307;SVT;Aktuellt;2015-12-01;SVT, Aktuellt inslag om resultatet av en opinionsmätning;2015-12-18;Acquittal
15_03330;SVT;Aktuellt;2015-12-01;SVT, Aktuellt inslag om resultatet av en opinionsmätning;2015-12-18;Acquittal
15_03337;SVT;Nyheterna Värmland;2015-12-01;SVT, Nyheterna Värmland, inslag om närvårdsplatserna i Värmland;2016-05-02;Acquittal
15_03339;SVT;Västerbottensnytt;2015-12-03;SVT, Västerbottensnytt inslag om ett konto på sociala medier;2016-04-18;Conviction
15_03371;SVT;Julkalendern;2015-12-07;SVT, Julkalendern;2016-03-15;Acquittal
15_03413;SVT;Julkalendern;2015-12-09;SVT, Julkalendern;2016-03-15;Acquittal
15_03414;SVT;Julkalendern;2015-12-10;SVT, Julkalendern;2016-03-15;Acquittal
15_03427;SVT;Flikvän på försök;2015-12-02;SVT, Flickvän på försök, program med en skidåkare;2016-03-21;Conviction
15_03428;SVT;Julkalendern;2015-12-12;SVT, Julkalendern;2016-03-15;Acquittal
15_03446;SVT;Trailer för Homeland;2015-12-05;SVT, Trailer för programmet Homeland;2016-01-28;Acquittal
15_03448;SVT;Det sitter i väggarna;2015-12-14;Det sitter i väggarna, SVT1, inslag med ett uttalande om svenska skattenivåer;2016-02-05;Acquittal
15_03472;SVT;Sporten på webben;2015-12-13;SVT, Sportspegeln, inslag om travsport;2016-03-15;Acquittal
15_03478;SVT;Sportnytt;NA;SVT, Sportnytt inslag om travsport;2016-03-15;Acquittal
15_03481;SVT;Gomorron Sverige;2015-12-17;SVT, Rapport, inslag om en opinionsundersökning;2016-02-05;Acquittal
15_03486;SVT;Rapport;2015-12-17;SVT, Rapport, inslag om en opinionsundersökning;2016-02-05;Acquittal
15_03487;SVT;Gomorron Sverige;2015-12-17;SVT, Gomorron Sverige inslag om händelser på sociala medier;2016-02-05;Acquittal
15_03507;SVT;Rapport;2015-12-14;SVT, Rapport, inslag om regionalval i Frankrike;2016-01-28;Acquittal
15_03508;SVT;SVT;2015-12-11;SVT, Sportnytt, inslag om travsport;2016-03-15;Acquittal
15_03509;SVT;Julkalendern;2015-12-01;SVT, Julkalendern;2016-03-15;Acquittal
15_03517;SVT;2015-12-19;NA;SVT, Julkalendern;2016-03-15;Acquittal
15_03519;SVT;Julkalendern;2015-12-21;SVT, Julkalendern;2016-03-15;Acquittal
15_03563;SVT;Julkalendern;2015-12-24;SVT, Julkalendern;2016-03-15;Acquittal
15_03564;SVT;Karl Bertil Jonssons julafton;2015-12-24;Karl-Bertils Jonssons julafton, SVT1, inslag med en nazistisk flagga;2016-03-22;Acquittal
15_03565;SVT;Rapport;2015-12-24;SVT, Rapport, inslag om turismkollapsen i Ryssland;2016-03-22;Acquittal
15_03566;SVT;Rapport;2015-12-24;SVT, inslag om turismkollapsen i Ryssland;2016-03-22;Acquittal
15_03570;SVT;Rapport;2015-12-23;SVT, Rapport inslag om ett knivöverfall;2016-01-28;Acquittal
16_00011;SVT;Vetenskapens värld;2015-11-02;SVT, Vetenskapens värld, inslag om orsakerna till varför svenska ungdomar ansluter sig till IS;2016-03-22;Acquittal
16_00017;SVT;Babel Bio, trailer;2016-01-02;Trailer för Babel Bio, SVT2, trailer med sex;2016-02-05;Acquittal
16_00019;SVT;Rapport;2016-01-03;SVT, Rapport, inslag om elöverkänslighet;2016-09-19;Conviction
16_00029;SVT;Nyheter Stockholm;2015-12-30;SVT, Nyheter Stockholm, fråga om reklam för facebook;2016-05-16;Conviction
16_00034;SVT;Rapport;2015-12-13;SVT, Rapport, inslag om assistansersättning;2016-03-22;Acquittal
16_00037;SVT;Aktuellt;2016-01-04;SVT, Aktuellt, inslag om gränskontroller;2016-03-15;Acquittal
16_00043;SVT;Gomorron Sverige;2016-01-07;Gomorron Sverige, SVT1, inslag om svenskars ensamhet;2016-02-05;Acquittal
16_00044;SVT;Aktuellt;2016-01-06;SVT, Aktuellt, inslag om ett extramöte i EU-kommissionen;2016-03-15;Acquittal
16_00060;SVT;Anslagstavlan;2016-01-08;SVT, Anslagstavlan, inslag om trängselskatt;2016-03-22;Acquittal
16_00065;SVT;Sveriges radio 90 år;2016-01-09;SVT, Sveriges Radio 90 år, kommentar om Aspergers syndrom;2016-02-05;Acquittal
16_00074;SVT;Gentlemen & gangsters;2016-01-01;Gentlemen & Gangsters, SVT1, inslag med rökning;2016-03-22;Acquittal
16_00075;SVT;Aktuellt;2016-01-11;SVT, Aktuellt, inslag om kritik mot polisen;2016-03-15;Acquittal
16_00084;SVT;Rapport;2016-01-11;SVT, Rapport och SVT Nyheter Stockholm, inslag om övergrepp på ungdomsfestival;2016-04-07;Acquittal
16_00087;SVT;Gomorron Sverige;2016-01-13;SVT, Gomorron Sverige, inslag om medias rapportering om sexuella trakasserier på en festival;2016-04-07;Acquittal
16_00102;SVT;Gomorron Sverige;2016-01-14;Gomorron Sverige, SVT1, inslag om kostråd;2016-02-05;Acquittal
16_00105;SVT;Rapport;2016-01-14;SVT, Rapport, inslag om ett bombdåd i Indonesien;2016-05-02;Conviction
16_00106;SVT;Aktuellt;2016-01-14;SVT, Aktuellt inslag om ett uttalande av Sveriges utrikesminister;2016-03-15;Acquittal
16_00113;SVT;Aktuellt;2016-01-15;SVT, Aktuellt, inslag om kritik mot ett fackförbund;2016-03-15;Acquittal
16_00120;SVT;Aktuellt;2016-01-17;SVT, Aktuellt, inslag om ekonomin i Venezuela;2016-04-07;Acquittal
16_00150;SVT;Veckans Brott;2016-01-12;SVT, Veckans brott, inslag om en skottlossning och inslag om en mordrättegång;2016-09-05;Acquittal
16_00154;SVT;Veckans brott;2016-01-12;Veckans brott, SVT1, inslag om en skottlossning och inslag om en mordrättegång;2016-09-05;Acquittal
16_00182;SVT;Musikhjälpen;2015-12-14;SVT, Musikhjälpen 2015;2016-03-15;Acquittal
16_00204;SVT;Antikrundan;2016-01-21;SVT, Antikrundan inslag om en applikation;2016-03-15;Acquittal
16_00228;SVT;Lokala nyheter;2016-01-25;SVT Nyheter Stockholm, SVT1, inslag om en rättegång;2016-05-16;Acquittal
16_00250;SVT;SVT Nyheter;2016-01-28;SVT, SVT Nyheter inslag om asylregler;2016-03-15;Acquittal
16_00267;SVT;Aktuellt;2016-01-31;SVT, Aktuellt, inslag om samarbete mellan Alliansen och Sverigedemokraterna;2016-04-07;Acquittal
16_00270;SVT;Rapport;2016-01-30;SVT1, Rapport, inslag om demonstration;2016-04-21;Acquittal
16_00299;SVT;Rapport;2016-02-01;SVT, Rapport, inslag om attacker mot ensamkommande flyktingbarn;2016-04-07;Acquittal
16_00314;SVT;Rapport;2016-02-03;Rapport, SVT1, inslag om bristen på sjuksköterskor;2016-03-22;Acquittal
16_00329;SVT;Aktuellt;2016-02-04;SVT, Aktuellt, inslag om flyktingpolitik;2016-04-07;Acquittal
16_00330;SVT;Aktuellt;2016-02-04;SVT, Aktuellt, inslag om en rättsprocess;2016-04-07;Acquittal
16_00355;SVT;Uppdrag granskning;2016-02-03;SVT1, Uppdrag granskning, program om Arla;2016-04-21;Acquittal
16_00381;SVT;Rapport;2016-02-08;SVT, Rapport, inslag om flyktingläger;2016-09-05;Acquittal
16_00396;SVT;Fråga doktorn;2016-02-01;SVT, Fråga doktorn inslag om migrän;2016-09-19;Conviction
16_00403;SVT;Gomorron Sverige;2016-02-09;SVT, Gomorron Sverige, inslag om köttkonsumtion;2016-04-07;Acquittal
16_00411;SVT;Rapport;2016-01-30;Rapport, SVT1, inslag om en demonstration;2016-04-21;Acquittal
16_00412;SVT;SVT;2016-02-09;SVT Nyheter Stockholm, SVT1, kl.9.10, inslag om anhållna personer;2016-06-01;Acquittal
16_00417;SVT;Ett annorlunda landslag;2016-02-10;SVT, Ett annorlunda landslag, SVT Play, dokumentärfilm om ett landslag;2016-09-19;Acquittal
16_00426;SVT;Veckans brott;2016-02-09;Veckans brott, SVT1, inslag om en skottlossning och inslag om en mordrättegång;2016-09-05;Acquittal
16_00428;SVT;Rapport;2016-02-11;SVT, Rapport, inslag om Syrien;2016-06-01;Acquittal
16_00429;SVT;Opinon Live;2016-02-11;SVT1, Opinion live, inslag med debatt om en konstutställning;2016-10-03;Acquittal
16_00435;SVT;Gomorron Sverige;2016-02-12;Gomorron Sverige, SVT1, inslag med vinnaren av årets kock;2016-04-21;Acquittal
16_00436;SVT;Sverige idag;2016-02-12;Sverige idag, SVT1, inslag om könsstympning;2016-03-22;Acquittal
16_00467;SVT;Fråga doktorn;2016-02-15;Fråga doktorn, SVT1, program om att behandla övervikt med Gastric bypass;2016-04-21;Acquittal
16_00468;SVT;Kulturnyheterna;2016-02-10;SVT, Kulturnyheterna inslag om en musikproducent;2016-04-07;Acquittal
16_00469;SVT;Rapport;2016-02-15;SVT, Rapport inslag om löner;2016-04-07;Acquittal
16_00495;SVT;Plus;2016-02-11;SVT, Plus, inslag om fonder;2016-05-16;Acquittal
16_00548;SVT;Agenda;2016-02-14;SVT, Agenda, inslag om människors oro över tillståndet i Sverige;2016-09-05;Acquittal
16_00550;SVT;Gokväll;2016-02-20;SVT1, Go'kväll, inslag om ekologiskt och socialt hållbart mode;2016-10-03;Conviction
16_00551;SVT;Melodifestivalen;2015-02-20;SVT, Melodifestivalen;2016-10-03;Acquittal
16_00570;SVT;Sockerfilmen;2016-02-22;Dox: Sockerfilmen, SVT2, program om socker;2016-04-21;Acquittal
16_00590;SVT;Text-TV Nyhetssida;2016-01-03;SVT, Text-TV, Nyhetssida, om elsanering;2016-09-19;Conviction
16_00596;SVT;Fråga doktorn;2016-02-22;Fråga doktorn, SVT1, inslag om teststickor för blodsocker;2016-03-22;Acquittal
16_00597;SVT;Rapport;2016-02-24;SVT, Rapport, inslag om inkomstklyftor;2016-09-05;Conviction
16_00621;SVT;Melodifestivalen;2016-02-27;SVT, Melodifestivalen;2016-10-03;Acquittal
16_00630;SVT;Gomorron Sverige;2016-02-09;SVT, Gomorron Sverige inslag med en lagbok;2016-10-17;Acquittal
16_00631;SVT;Rapport;2016-02-09;SVT, Rapport inslag med en lagbok;2016-10-17;Acquittal
16_00632;SVT;Aktuellt;2016-02-09;SVT, Aktuellt inslag med en lagbok;2016-10-17;Acquittal
16_00639;SVT;Sportnytt;2016-02-29;SVT, Sportnytt inslag om en dopningsutredning;2016-06-01;Acquittal
16_00642;SVT;SVT Nyheter Stockholm;2016-02-28;SVT, SVT Nyheter Stockholm inslag om skarv i Stockholms skärgård;2016-06-01;Acquittal
16_00669;SVT;Ei saa peittää;2016-02-28;SVT, Ei saa peittää inslag om en diktsamling;2016-06-01;Acquittal
16_00692;SVT;Veckans brott;2016-02-16;Veckans brott, SVT1, inslag om gränskontroller vid Öresundsbron;2016-11-28;Acquittal
16_00696;SVT;Plus;2016-03-03;SVT, Plus, inslag om ett skönhetsingrepp;2016-06-01;Acquittal
16_00697;SVT;Gomorron Sverige;2016-03-04;Gomorron Sverige, SVT1, inslag om flyktingsituationen;2016-06-01;Acquittal
16_00698;SVT;SVT Nyheter Uppsala;2016-03-02;SVT, Nyheter Uppsala, inslag om JAS-flygplan;2016-06-29;Acquittal
16_00702;SVT;Uppdrag granskning;2016-03-02;Uppdrag granskning, SVT1, program om nerbrända asylboenden;2016-06-29;Acquittal
16_00705;SVT;Skavlan;2016-03-04;Skavlan, SVT1, inslag med före detta jihadist;2016-06-29;Acquittal
16_00706;SVT;Melodifestivalen;2016-03-05;SVT, Melodifestivalen;2016-10-03;Conviction
16_00709;SVT;Agenda;2016-03-06;SVT, Agenda, inslag om Donald Trump;2016-06-01;Acquittal
16_00710;SVT;Fosterland;2016-01-14;Fosterland: Del 1-3, SVT1, program om flyktingmottagning och integration;2016-06-29;Acquittal
16_00736;SVT;Rapport;2016-03-09;Rapport, SVT1, kl. 19.30, inslag om att Fukushimaolyckan påverkar fisket;2016-06-01;Acquittal
16_00753;SVT;Husdrömmar;2016-02-29;SVT, Husdrömmar, program om bygget av ett passivhus;2016-09-19;Conviction
16_00759;SVT;Rapport;2016-03-11;Rapport, SVT1, kl. 19.30, inslag om en före detta KGB-agent som förgiftats;2016-06-01;Acquittal
16_00761;SVT;Skavlan;2016-03-11;Skavlan, SVT1, inslag med en artist;2016-04-21;Acquittal
16_00765;SVT;Melodifestivalen;2016-03-12;SVT, Melodifestivalen;2016-10-03;Conviction
16_00766;SVT;Rapport;2016-03-13;SVT, Rapport, inslag om det tyska delstatsvalet år 2016;2016-09-05;Acquittal
16_00824;SVT;Uppdrag granskning;2016-03-16;Uppdrag granskning, SVT1, program om förmögna skattesmitare;2016-06-01;Acquittal
16_00827;SVT;SVT Nyheter på webben;2016-03-17;SVT, SVT Nyheter Stockholm, inslag om ett seniorgym;2016-09-19;Conviction
16_00841;SVT;Dokument utifrån: Frihandelns pris;2016-03-13;Dokument utifrån: Frihandelns pris, SVT2, program om tvistlösningsmekanismen ISDS;2016-10-31;Acquittal
16_00867;SVT;Kulturnyheterna;2016-03-21;SVT1, Kulturnyheterna, inslag om uttalanden av en före detta minister;2016-10-31;Conviction
16_00876;SVT;Regionala nyheter;2016-03-21;SVT Nyheter Stockholm, SVT1, inslag om att polisen ska upprätta en anmälan om misshandel;2016-06-01;Acquittal
16_00884;SVT;Gomorron Sverige;2016-03-23;SVT1, Gomorron Sverige, inslag om uttalanden av en före detta minister;2016-10-31;Conviction
16_00894;SVT;Mat med Kira;2016-03-22;SVT, Mat med Kira, inslag med vinproducenter;2016-09-19;Acquittal
16_00895;SVT;Fosterland;2016-01-28;Fosterland: Del 1-3, SVT1, program om flyktingmottagning och integration;2016-06-29;Acquittal
